idx,sat_name,cen_name,living_street,motorway,motorway_link,primary,primary_link,residential,secondary,secondary_link,tertiary,trunk,trunk_link,unclassified,oneway,grade,n1,n1_ele,n1_lat,n1_lon,n1_x,n1_y,n2,n2_ele,n2_lat,n2_lon,n2_x,n2_y,perp1_x,perp1_y,perp2_x,perp2_y,name,city_name,city_idx,osmid,lanes
6467,satelliteImage3/austin/austin_467_sat.png,centerLineImage3/austin/austin_467_osm.png,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,-0.053,3231562126,231.085,30.3491168,-97.7229828,257.752287,217.1603832,152650523,230.552,30.3490269,-97.7229875,254.247713,294.8395989,128.1300704,250.2310227,383.8699296,261.7689773,Woodrow Avenue,austin,467,31065892,2
6468,satelliteImage3/austin/austin_468_sat.png,centerLineImage3/austin/austin_468_osm.png,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,0.031,3258165248,203.589,30.2297432,-97.7780791,335.8595482,109.5038445,5521172152,204.903,30.2294037,-97.7782933,176.1404518,402.4959026,143.6140911,194.7349407,368.3859089,317.2650593,Banister Lane,austin,468,204869446,2
6469,satelliteImage3/austin/austin_469_sat.png,centerLineImage3/austin/austin_469_osm.png,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,-0.031,152705286,208.561,30.3811318,-97.786768,272.031562,314.4297947,152705289,208.078,30.381267,-97.786811,239.9684381,197.5701649,132.5619424,289.8680667,379.4380576,222.1319333,Lakewood Drive,austin,469,725228073,2
6470,satelliteImage3/austin/austin_470_sat.png,centerLineImage3/austin/austin_470_osm.png,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,-0.089,3319450207,160.329,30.2377306,-97.7275821,259.0571816,275.3761951,3319450208,159.877,30.2377755,-97.7275903,252.9428184,236.6238005,129.5641116,275.9490882,382.4358884,236.0509118,Burton Drive,austin,470,204964675,2
6471,satelliteImage3/austin/austin_471_sat.png,centerLineImage3/austin/austin_471_osm.png,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,-0.048,3319447296,166.372,30.2334275,-97.7320044,244.8151893,282.2365511,3319447297,166.018,30.2334883,-97.7319744,267.1848107,229.7634408,138.2530869,205.8037406,373.7469131,306.1962594,Burton Drive,austin,471,204964675,2
6472,satelliteImage3/austin/austin_472_sat.png,centerLineImage3/austin/austin_472_osm.png,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,0.244,6043092305,189.086,30.3643227,-97.7906845,274.8277646,251.1604959,6043092304,190.307,30.3643115,-97.790735,237.1722354,260.8395038,224.1346129,132.029854,287.8653871,379.970146,Champion Grandview Way,austin,472,15397641,2
6473,satelliteImage3/austin/austin_473_sat.png,centerLineImage3/austin/austin_473_osm.png,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,0.017,3240390597,136.174,30.2595049,-97.7494682,291.9778076,188.4920482,4344963069,136.506,30.2593485,-97.7495647,220.0221924,323.507898,143.0404732,195.7991253,368.9595268,316.2008747,South 1st Street,austin,473,436615278,7
6474,satelliteImage3/austin/austin_474_sat.png,centerLineImage3/austin/austin_474_osm.png,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,0.011,341949813,280.93,30.4845705,-97.7820157,481.0011079,175.1844771,341949812,281.621,30.4843837,-97.7826192,30.99889208,336.8154454,212.7315638,135.5348912,299.2684362,376.4651088,Lakeline Boulevard,austin,474,413249507,2
6475,satelliteImage3/austin/austin_475_sat.png,centerLineImage3/austin/austin_475_osm.png,0,0,0,0,0,0,0,0,0,1,0,0,FALSE,0.019,6586781868,258.55,30.2340659,-97.8677223,134.3465427,245.3844867,3895258033,259.154,30.2340413,-97.867396,377.6534574,266.615512,244.8729686,383.5154468,267.1270314,128.4845532,West US Highway 290,austin,475,1031139438,4
6476,satelliteImage3/austin/austin_476_sat.png,centerLineImage3/austin/austin_476_osm.png,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,0.018,3230228260,206.837,30.2283332,-97.7939391,228.4853658,274.5544933,3230228561,206.989,30.2283762,-97.7938653,283.5146342,237.4455026,184.4348663,149.8753957,327.5651337,362.1246043,Pack Saddle Pass,austin,476,15404064,2
6477,satelliteImage3/austin/austin_477_sat.png,centerLineImage3/austin/austin_477_osm.png,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,-0.009,152724170,246.992,30.25773,-97.840141,251.1532487,322.4708754,152724167,246.844,30.257884,-97.840128,260.8467513,189.5290725,128.338915,246.691543,383.661085,265.308457,Travis Country Circle,austin,477,15408469,2
6478,satelliteImage3/austin/austin_478_sat.png,centerLineImage3/austin/austin_478_osm.png,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,0.039,6483824802,201.335,30.169784,-97.7874417,-54.67675761,553.0839946,6483824796,205.659,30.1704729,-97.7866084,566.6767576,-41.08503281,167.5366511,163.489266,344.4633489,348.510734,South Congress Avenue,austin,478,15404741,5
6479,satelliteImage3/austin/austin_479_sat.png,centerLineImage3/austin/austin_479_osm.png,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,0.024,6649542897,201.556,30.176503,-97.7841745,267.4830723,213.8646722,5631719907,201.829,30.1764053,-97.7842053,244.5169277,298.1353069,132.5039998,222.3438278,379.4960002,289.6561722,South Congress Avenue,austin,479,613538635,5
6480,satelliteImage3/austin/austin_480_sat.png,centerLineImage3/austin/austin_480_osm.png,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,-0.03,2909395564,286.611,30.2850166,-97.8293647,346.9325107,264.7645029,152696768,285.899,30.2850369,-97.8296086,165.0674893,247.2354962,243.7196679,383.40955,268.2803321,128.59045,Lost Creek Boulevard,austin,480,925424421,2
6481,satelliteImage3/austin/austin_481_sat.png,centerLineImage3/austin/austin_481_osm.png,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,0.001,3230552664,208.699,30.2245093,-97.7843303,268.899815,268.5561568,3230552665,208.702,30.2245384,-97.7843649,243.100185,243.4438414,166.7203536,347.7231963,345.2796464,164.2768037,Redd Street,austin,481,204869509,2
6482,satelliteImage3/austin/austin_482_sat.png,centerLineImage3/austin/austin_482_osm.png,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,0.01,6794092348,191.716,30.3133174,-97.752431,206.2648752,296.5097461,6794092349,191.873,30.3134112,-97.7522976,305.7351248,215.4902346,175.1640452,156.7551089,336.8359548,355.2448911,Independent Way,austin,482,724453521,2
6483,satelliteImage3/austin/austin_483_sat.png,centerLineImage3/austin/austin_483_osm.png,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,0.008,152979133,282.338,30.4341139,-97.7601037,224.0487242,89.26383728,2433105988,282.677,30.4337283,-97.760018,287.9512758,422.7358331,130.2873545,280.0900553,381.7126455,231.9099447,Technology Boulevard,austin,483,15426323,2
6484,satelliteImage3/austin/austin_484_sat.png,centerLineImage3/austin/austin_484_osm.png,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,0.035,152402696,246.477,30.2821618,-97.8387076,91.99339292,516.985012,152402694,249.221,30.2827663,-97.8382677,420.0066071,-4.985815972,147.6227826,187.894356,364.3772174,324.105644,Cape Coral Drive,austin,484,820348503,2
6485,satelliteImage3/austin/austin_485_sat.png,centerLineImage3/austin/austin_485_osm.png,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,-0.002,2139353907,209.545,30.2286185,-97.7901557,55.19536583,145.5789533,3237945029,209.444,30.2283626,-97.7896171,456.8046342,366.4209031,194.3236518,368.1607243,317.6763482,143.8392757,Redd Street,austin,485,959590012,2
6486,satelliteImage3/austin/austin_486_sat.png,centerLineImage3/austin/austin_486_osm.png,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,-0.022,4345113613,196.931,30.2089819,-97.7811035,273.2618911,231.495636,5521445629,196.762,30.2089251,-97.7811498,238.7381089,280.504357,151.3571324,182.28521,360.6428676,329.71479,South 1st Street,austin,486,436632782,5
6487,satelliteImage3/austin/austin_487_sat.png,centerLineImage3/austin/austin_487_osm.png,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,-0.004,2260640319,247.647,30.3937706,-97.7690896,303.9828378,177.9827385,345583668,247.558,30.3935901,-97.7692183,208.0171622,334.0171894,146.9704214,188.943673,365.0295786,323.056327,Bluegrass Drive,austin,487,15401886,2
6488,satelliteImage3/austin/austin_488_sat.png,centerLineImage3/austin/austin_488_osm.png,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,0.069,6043092298,201.436,30.3632276,-97.7917151,230.6104798,279.6355315,6043092299,202.056,30.3632823,-97.791647,281.3895202,232.3644619,168.7843269,162.3120799,343.2156731,349.6879201,Champion Grandview Way,austin,488,15397641,2
6489,satelliteImage3/austin/austin_489_sat.png,centerLineImage3/austin/austin_489_osm.png,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,0.009,6656904369,195.9,30.2108217,-97.7469338,166.9689071,422.9608604,6656904371,196.32,30.2112087,-97.746695,345.0310929,89.03881124,143.0546703,195.7724938,368.9453297,316.2275062,Woodward Street,austin,489,15406377,4
6490,satelliteImage3/austin/austin_490_sat.png,centerLineImage3/austin/austin_490_osm.png,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,-0.001,4345046990,198.97,30.3133234,-97.7373235,155.7468137,192.4282375,4345046885,198.93,30.3131762,-97.7370546,356.2531863,319.5717147,187.4532759,364.0987818,324.5467241,147.9012182,West 45th Street,austin,490,436624127,5
6491,satelliteImage3/austin/austin_491_sat.png,centerLineImage3/austin/austin_491_osm.png,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,0.04,3317422278,196.987,30.2189625,-97.743801,258.9826162,301.001153,3317422279,197.457,30.2190668,-97.743809,253.0173838,210.9988232,128.2802201,264.4650938,383.7197799,247.5349062,Woodward Street,austin,491,122865725,4
6492,satelliteImage3/austin/austin_492_sat.png,centerLineImage3/austin/austin_492_osm.png,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,-0.011,3217484820,202.867,30.2207061,-97.7653198,209.8812974,340.7400305,5517544637,202.588,30.2209025,-97.7651961,302.1187027,171.2598849,143.5718826,194.8124326,368.4281174,317.1875674,South Congress Avenue,austin,492,204869515,5
6493,satelliteImage3/austin/austin_493_sat.png,centerLineImage3/austin/austin_493_osm.png,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,0.014,1435668582,157.78,30.2844292,-97.7338801,231.9526571,389.2801892,1435668598,158.277,30.2847379,-97.7338156,280.0473429,122.7196011,130.0339198,233.2723376,381.9660802,278.7276624,San Jacinto Boulevard,austin,493,131281647,2
6494,satelliteImage3/austin/austin_494_sat.png,centerLineImage3/austin/austin_494_osm.png,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,-0.026,3217451779,186.312,30.2379637,-97.7542832,215.43642,309.3817707,5521432827,185.871,30.2380874,-97.7541744,296.56358,202.6181958,154.0851891,178.557303,357.9148109,333.442697,South Congress Avenue,austin,494,15377298,5
6495,satelliteImage3/austin/austin_495_sat.png,centerLineImage3/austin/austin_495_osm.png,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,-0.008,5526571599,217.457,30.3371761,-97.7205014,223.825028,237.8136974,8097424199,217.378,30.337134,-97.7204151,288.174972,274.1862986,193.0154982,367.4313804,318.9845018,144.5686196,Justin Lane,austin,495,15403127,2
6496,satelliteImage3/austin/austin_496_sat.png,centerLineImage3/austin/austin_496_osm.png,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,0.02,8374210381,179.269,30.1950842,-97.7381466,286.2362715,262.4271751,152756493,179.429,30.1950991,-97.7382277,225.7637285,249.5728244,229.3862837,381.2026761,282.6137163,130.7973239,Teri Road,austin,496,204964761,2
6497,satelliteImage3/austin/austin_497_sat.png,centerLineImage3/austin/austin_497_osm.png,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,-0.01,2860608639,184.841,30.3075294,-97.6792264,316.6589565,207.5034814,2860608638,184.65,30.3074171,-97.6793891,195.3410435,304.4964908,176.0698508,156.0241466,335.9301492,355.9758534,Manor Road,austin,497,404256910,3
6498,satelliteImage3/austin/austin_498_sat.png,centerLineImage3/austin/austin_498_osm.png,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,-0.016,437279355,169.149,30.2817039,-97.758188,269.4590555,220.9431811,1401902279,168.999,30.2816227,-97.7582241,242.5409445,291.0568045,136.5039936,210.122942,375.4960064,301.877058,West Lynn Street,austin,498,126307520,2
6499,satelliteImage3/austin/austin_499_sat.png,centerLineImage3/austin/austin_499_osm.png,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,-0.013,152723621,206.558,30.4079369,-97.6989603,328.3284423,212.2521114,3214784842,206.285,30.4078357,-97.6991543,183.6715577,299.7478659,189.7543572,146.4759624,322.2456428,365.5240376,Park Bend Drive,austin,499,904291418,2
6500,satelliteImage3/austin/austin_500_sat.png,centerLineImage3/austin/austin_500_osm.png,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,0.007,152747909,242.411,30.2048152,-97.8581153,186.2813468,284.8604413,152747906,242.543,30.2048821,-97.8579283,325.7186531,227.1395489,207.0425346,137.7326479,304.9574654,374.2673521,Axis Drive,austin,500,15410567,2
6501,satelliteImage3/austin/austin_501_sat.png,centerLineImage3/austin/austin_501_osm.png,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,-0.004,8830799565,178.999,30.2944447,-97.6944004,55.71732367,261.4405591,8830799567,178.816,30.2944573,-97.6938632,456.2826763,250.5594406,252.5242386,128.0471998,259.4757614,383.9528002,Zach Scott Street,austin,501,174373620,2
6502,satelliteImage3/austin/austin_502_sat.png,centerLineImage3/austin/austin_502_osm.png,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,-0.009,8332941328,259.009,30.1663504,-97.8864781,227.1804712,248.4535064,5523876600,258.938,30.1663329,-97.8864008,284.8195288,263.546493,223.5759425,379.8252014,288.4240575,132.1747986,Cardinal Flower Drive,austin,502,633247066,2
6503,satelliteImage3/austin/austin_503_sat.png,centerLineImage3/austin/austin_503_osm.png,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,-0.002,3448926301,137.857,30.2671902,-97.7530702,252.495426,298.6058867,5203411615,137.838,30.2672889,-97.7530608,259.504574,213.3940919,128.430838,245.506721,383.569162,266.493279,Walter Seaholm Drive,austin,503,337834614,2
6504,satelliteImage3/austin/austin_504_sat.png,centerLineImage3/austin/austin_504_osm.png,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,-0.003,152704290,234.399,30.2521049,-97.8366829,305.9961037,229.5426682,152704286,234.36,30.2520436,-97.836817,206.0038963,282.4573235,196.1301648,142.8646703,315.8698352,369.1353297,Republic of Texas Boulevard,austin,504,934391291,2
6505,satelliteImage3/austin/austin_505_sat.png,centerLineImage3/austin/austin_505_osm.png,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,0.022,1802368103,135.974,30.2586841,-97.6912648,103.8492922,172.0474066,6649736761,136.947,30.2584896,-97.6908567,408.1507078,339.9525103,194.1619588,368.0716586,317.8380412,143.9283414,Bolm Road,austin,505,169062847,2
6506,satelliteImage3/austin/austin_506_sat.png,centerLineImage3/austin/austin_506_osm.png,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,-0.037,2051783662,136.189,30.2745907,-97.7700996,135.4650237,158.003471,2773561324,134.7,30.2743637,-97.7697763,376.5349763,353.9964157,175.253473,355.317664,336.746527,156.682336,Stephen F Austin Drive,austin,506,30148445,2
6507,satelliteImage3/austin/austin_507_sat.png,centerLineImage3/austin/austin_507_osm.png,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,0.022,152522599,252.707,30.4013084,-97.7652963,217.934361,236.7643363,2260627135,252.945,30.4012639,-97.7651942,294.065639,275.2356593,198.270164,370.2421378,313.729836,141.7578622,Lost Horizon Drive,austin,507,15388803,2
6508,satelliteImage3/austin/austin_508_sat.png,centerLineImage3/austin/austin_508_osm.png,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,0.014,8889504464,179.568,30.2944319,-97.6949604,267.4085069,255.5682097,4590076911,179.608,30.2944309,-97.694991,244.5914931,256.4317904,251.1589089,128.0915803,260.8410911,383.9084197,Zach Scott Street,austin,508,174373620,2
6509,satelliteImage3/austin/austin_509_sat.png,centerLineImage3/austin/austin_509_osm.png,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,-0.02,3394354363,157.762,30.2951171,-97.783742,260.3620761,320.4235924,345756174,157.428,30.2952663,-97.7837537,251.6379238,191.5763586,128.2924059,264.6469881,383.7075941,247.3530119,Lake Austin Boulevard,austin,509,126328963,2
6510,satelliteImage3/austin/austin_510_sat.png,centerLineImage3/austin/austin_510_osm.png,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,-0.005,5521756473,201.214,30.2149845,-97.744351,245.4117126,276.5366056,5521756496,201.184,30.2150321,-97.7443226,266.5882874,235.4633895,142.2311613,197.3429344,369.7688387,314.6570656,Woodward Street,austin,510,204964775,5
6511,satelliteImage3/austin/austin_511_sat.png,centerLineImage3/austin/austin_511_osm.png,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,0.004,8130224646,135.277,30.2551618,-97.7449631,237.0231046,231.915741,8503463825,135.31,30.255106,-97.7449122,274.9768954,280.0842522,155.4599504,335.2193058,356.5400496,176.7806942,East Riverside Drive,austin,511,174371445,5
6512,satelliteImage3/austin/austin_512_sat.png,centerLineImage3/austin/austin_512_osm.png,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,-0.028,354668832,188.425,30.302191,-97.7086782,275.1633089,210.0538854,1406479598,188.063,30.3020846,-97.7087296,236.8366911,301.9460896,137.8635965,206.7273894,374.1364035,305.2726106,Robert Browning Street,austin,512,367888801,2
6513,satelliteImage3/austin/austin_513_sat.png,centerLineImage3/austin/austin_513_osm.png,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,-0.044,1942027348,232.977,30.4268232,-97.6641494,266.4391566,300.1455163,3833442822,232.464,30.4269253,-97.6641774,245.5608434,211.8544606,131.4353763,285.4559762,380.5646237,226.5440238,The Lakes Boulevard,austin,513,627740185,4
6514,satelliteImage3/austin/austin_514_sat.png,centerLineImage3/austin/austin_514_osm.png,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,-0.002,6952066265,189.2,30.3012311,-97.702258,230.1630874,248.5726916,4936212066,189.186,30.3012139,-97.7021887,281.8369126,263.4273078,220.6361869,379.0178878,291.3638131,132.9821122,Garcia Street,austin,514,503282064,2
6515,satelliteImage3/austin/austin_515_sat.png,centerLineImage3/austin/austin_515_osm.png,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,-0.011,8332941327,259.087,30.1663609,-97.8865514,228.6717793,251.4721033,8332941328,259.009,30.1663504,-97.8864781,283.3282207,260.5278966,235.0774605,382.2784516,276.9225395,129.7215484,Cardinal Flower Drive,austin,515,633247066,2
6516,satelliteImage3/austin/austin_516_sat.png,centerLineImage3/austin/austin_516_osm.png,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,-0.018,152473140,133.961,30.2403675,-97.7004193,251.3023795,334.8878561,3228266426,133.602,30.2405503,-97.7004067,260.6976205,177.1120706,128.2263404,248.3913272,383.7736596,263.6086728,Grove Boulevard,austin,516,15384339,2
6517,satelliteImage3/austin/austin_517_sat.png,centerLineImage3/austin/austin_517_osm.png,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,-0.006,5529869024,151.69,30.3204188,-97.7783274,245.2625818,228.4012863,5529869025,151.646,30.3203549,-97.7782986,266.7374182,283.5987047,136.7101005,302.4103423,375.2898995,209.5896577,,austin,517,576567974,1
6518,satelliteImage3/austin/austin_518_sat.png,centerLineImage3/austin/austin_518_osm.png,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,0.058,152685758,181.801,30.2821878,-97.7845466,204.9972634,198.6654199,9075992589,182.948,30.282055,-97.7844098,307.0027366,313.3345413,160.3636536,341.0746099,351.6363464,170.9253901,Stratford Drive,austin,518,37213344,2
6519,satelliteImage3/austin/austin_519_sat.png,centerLineImage3/austin/austin_519_osm.png,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,-0.029,9251874747,229.695,30.2261611,-97.841542,361.6591781,374.2715645,152418999,228.514,30.2264352,-97.8418254,150.3408219,137.7282707,160.543838,341.2767327,351.456162,170.7232673,Brush Country Road,austin,519,758396624,2
6520,satelliteImage3/austin/austin_520_sat.png,centerLineImage3/austin/austin_520_osm.png,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,0.015,3487355667,197.396,30.2199613,-97.7432392,327.0981131,217.5135031,6860545440,197.7,30.2198721,-97.7434299,184.9018869,294.4864795,195.0663491,143.434063,316.9336509,368.565937,Parker Lane,austin,520,619413052,3
6521,satelliteImage3/austin/austin_521_sat.png,centerLineImage3/austin/austin_521_osm.png,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,-0.005,2149867803,184.597,30.3005554,-97.7219974,279.0034273,200.4251319,3950852848,184.525,30.3004267,-97.7220591,232.9965727,311.5748316,137.7310623,207.0463651,374.2689377,304.9536349,Red River Street,austin,521,532632620,4
6522,satelliteImage3/austin/austin_522_sat.png,centerLineImage3/austin/austin_522_osm.png,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,0.009,5515610104,320.74,30.4006199,-97.8515178,136.9563318,37.79588455,5515609972,321.336,30.4001151,-97.8511985,375.0436682,474.2035515,143.6344317,317.3023576,368.3655683,194.6976424,Ranch to Market Road 2222,austin,522,352665501,5
6523,satelliteImage3/austin/austin_523_sat.png,centerLineImage3/austin/austin_523_osm.png,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,-0.197,152511047,235.232,30.2826135,-97.841422,311.9986187,355.9906528,2909402085,229.408,30.2828451,-97.8415722,200.0013813,156.0092292,144.3210489,318.5444793,367.6789511,193.4555207,Whitemarsh Valley Walk,austin,523,15387590,2
6524,satelliteImage3/austin/austin_524_sat.png,centerLineImage3/austin/austin_524_osm.png,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,0.032,152724181,242.776,30.255797,-97.839716,323.481691,322.901188,152724180,243.568,30.255952,-97.839897,188.518309,189.0987592,165.8821358,346.899783,346.1178642,165.100217,Travis Country Circle,austin,524,15408469,2
6525,satelliteImage3/austin/austin_525_sat.png,centerLineImage3/austin/austin_525_osm.png,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,-0.005,6355334382,264.518,30.1960131,-97.8957009,64.814303,153.423109,6355334383,264.231,30.1957753,-97.8951881,447.185697,358.5767671,195.4841977,368.7911241,316.5158023,143.2088759,La Crosse Avenue,austin,525,678743125,2
6526,satelliteImage3/austin/austin_526_sat.png,centerLineImage3/austin/austin_526_osm.png,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,0.017,8496831343,194.61,30.3350796,-97.7973606,381.0461833,127.0140116,152468248,195.392,30.334781,-97.797696,130.9538167,384.9857918,164.0976963,166.9047331,347.9023037,345.0952669,Westlake Drive,austin,526,608153408,2
6527,satelliteImage3/austin/austin_527_sat.png,centerLineImage3/austin/austin_527_osm.png,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,0.01,2139480485,171.076,30.2247947,-97.7368413,358.2291695,66.79435784,3238891941,171.644,30.2243562,-97.7371155,153.7708305,445.2052203,143.386604,195.1541042,368.613396,316.8458958,Metcalfe Road,austin,527,131281639,2
6528,satelliteImage3/austin/austin_528_sat.png,centerLineImage3/austin/austin_528_osm.png,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,-0.024,8223372059,274.101,30.208504,-97.8830109,292.7234617,270.8406025,8223372058,273.86,30.2085384,-97.8831094,219.2765383,241.1593949,208.0410156,374.6757592,303.9589844,137.3242408,Hillside Terrace Drive,austin,528,707028530,2
6529,satelliteImage3/austin/austin_529_sat.png,centerLineImage3/austin/austin_529_osm.png,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0.037,9039507769,161.775,30.2698735,-97.6681533,349.654148,292.8225061,5222464742,162.739,30.2699588,-97.6684045,162.345852,219.177478,209.1636475,375.123281,302.8363525,136.876719,,austin,529,539756394,2
6530,satelliteImage3/austin/austin_530_sat.png,centerLineImage3/austin/austin_530_osm.png,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,0.017,152511084,253.012,30.2873367,-97.841975,228.9700409,329.0104954,2909557294,253.361,30.2875058,-97.8419025,283.0299591,182.9894417,135.9622819,211.5596329,376.0377181,300.4403671,Whitemarsh Valley Walk,austin,530,15387590,2
6531,satelliteImage3/austin/austin_531_sat.png,centerLineImage3/austin/austin_531_osm.png,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,0,6968257421,189.79,30.3023386,-97.7023884,211.9691287,336.1899688,6791782976,189.781,30.3025243,-97.7022703,300.0308713,175.8099553,143.8008882,194.3935124,368.1991118,317.6064876,Aldrich Street,austin,531,353489826,2
6532,satelliteImage3/austin/austin_532_sat.png,centerLineImage3/austin/austin_532_osm.png,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,-0.008,6649396269,156.426,30.2241891,-97.703941,184.1189501,390.8381116,6908965905,156.123,30.2245016,-97.7037482,327.8810499,121.1616741,143.0474631,195.7860116,368.9525369,316.2139884,Montopolis Drive,austin,532,204998698,4
6533,satelliteImage3/austin/austin_533_sat.png,centerLineImage3/austin/austin_533_osm.png,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,-0.013,1806803974,134.135,30.26802,-97.7584152,165.2539028,189.8243825,152509975,133.77,30.2678667,-97.7581718,346.7460972,322.1755658,180.581081,359.4214033,331.418919,152.5785967,West Cesar Chavez Street,austin,533,968959780,4
6534,satelliteImage3/austin/austin_534_sat.png,centerLineImage3/austin/austin_534_osm.png,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,0.016,3348989159,142.497,30.2688898,-97.7546525,289.5171493,270.4180447,152500751,142.649,30.2689232,-97.7547424,222.4828507,241.5819528,205.4196561,373.5824341,306.5803439,138.4175659,West 3rd Street,austin,534,328078197,2
6535,satelliteImage3/austin/austin_535_sat.png,centerLineImage3/austin/austin_535_osm.png,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,-0.026,8611652180,271.047,30.1949467,-97.8933999,270.7266674,263.4192791,152548743,270.936,30.1949639,-97.8934394,241.2733326,248.5807203,198.4095107,370.312447,313.5904893,141.687553,La Crosse Avenue,austin,535,15391712,2
6536,satelliteImage3/austin/austin_536_sat.png,centerLineImage3/austin/austin_536_osm.png,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,-0.008,6857245323,273.525,30.4228375,-97.7557459,196.7205035,194.2161351,6322905616,273.339,30.4226946,-97.7555869,315.2794965,317.7838196,163.6377867,344.6184042,348.3622133,167.3815958,Jollyville Road,austin,536,757398178,5
6537,satelliteImage3/austin/austin_537_sat.png,centerLineImage3/austin/austin_537_osm.png,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,-0.018,1626482365,170.064,30.3704718,-97.7860809,275.9835284,192.4775368,152705192,169.764,30.3703248,-97.7861345,236.0164716,319.5224154,133.8994383,217.5883762,378.1005617,294.4116238,Lakewood Drive,austin,537,725227437,2
6538,satelliteImage3/austin/austin_538_sat.png,centerLineImage3/austin/austin_538_osm.png,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,-0.021,6643496188,181.789,30.2394017,-97.7530642,215.8465297,340.9287641,3205074259,181.272,30.2395985,-97.7529565,296.1534703,171.0711509,140.2815441,201.2894987,371.7184559,310.7105013,South Congress Avenue,austin,538,964095622,5
6539,satelliteImage3/austin/austin_539_sat.png,centerLineImage3/austin/austin_539_osm.png,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,0.015,152475596,192.679,30.2216171,-97.7936126,334.5919363,94.02619223,152475599,193.364,30.2212417,-97.7938234,177.4080637,417.9734987,140.840338,200.1228827,371.159662,311.8771173,Menchaca Road,austin,539,376393995,4
